"","Overall","Service","Cleanliness","Value","Sleep Quality","Rooms","Location","Business service (e.g., internet access)","Check in / front desk","Date","Hotel Name","Hotel Prie","Zip Code"
"31313","5.0","5","5","4","5","5","4",NA,NA,Jan 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31314","5.0","5","5","5","5","5","5",NA,NA,Jan 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31315","4.0","5","4","5","3","4","5",NA,NA,Jan 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31316","4.0","5","5","3","5","4","5",NA,NA,Jan 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31317","5.0","5","5","5","5","5","5",NA,NA,Dec 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31318","3.0","5","5","3","3","3","4",NA,NA,Dec 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31319","4.0","5","5","5","5","4","4",NA,NA,Dec 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31320","5.0","5","5","5","5","5","5",NA,NA,Dec 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31321","5.0","5","5","5","5","5","4",NA,NA,Dec 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31322","4.0","5","4","5","5","4","5",NA,NA,Dec 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31323","4.0","4","4","4","4","4","5",NA,NA,Dec 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31324","4.0","5","5","3","4","4","3",NA,NA,Dec 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31325","5.0","5","4","5","5","5","5",NA,NA,Dec 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31326","4.0","5","5","4","4","4","4",NA,NA,Dec 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31327","3.0","4","5","3","4","2","4",NA,NA,Dec 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31328","4.0","4","5","4","5","4","4",NA,NA,Dec 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31329","5.0","5","5","5","5","5","5",NA,NA,Dec 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31330","5.0","5","5","5","5","5","5",NA,NA,Dec 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31331","5.0","5","5","5","5","5","5",NA,NA,Dec 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31332","5.0","5","5","5","5","5","5",NA,NA,Dec 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31333","5.0","5","5","5","5","5","5",NA,NA,Dec 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31334","4.0","5","5","5","5","3","4",NA,NA,Dec 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31335","5.0","5","5","5",NA,"4","5",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31336","5.0","5","5","5","5","5","3",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31337","4.0","4","5","4","4","4","5",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31338","5.0","5","5","4",NA,"5","5",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31339","4.0","4","4","4","4","4","3",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31340","5.0","5","5","4","4","4","5",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31341","4.0","5","5","5","4","4","5",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31342","5.0","5","5","4","4","4","5",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31343","4.0","4","5","4","4","4","5",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31344","4.0","5","5","5","5","4","5",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31345","5.0","5","5","5","5","4","5",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31346","5.0","5","5","4","5","4","5",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31347","4.0","4","4","4","3","4","5",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31348","4.0","5","3","4","3","3","3",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31349","4.0","5","5","3","3","3","5",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31350","5.0","5","5","4","4","5","5",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31351","3.0","5","3","2","2","2","3",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31352","5.0","5","5","5","5","5","5",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31353","4.0","5","4","5","4","4","4",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31354","5.0","5","5","5",NA,"4","4",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31355","5.0","5","5","5","5","5","5",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31356","4.0","2","3","5","3","3","4",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31357","4.0","4","5","5","5","4","4",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31358","5.0","5","5","5","5","5","5",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31359","5.0","5","5","5","5","5","5",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31360","5.0","5","5","5","5","4","4",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31361","5.0","5","5","5","5","5","5",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31362","5.0","5","4","5","3","3","5",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31363","5.0","5","5","5","5","4","4",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31364","5.0","5","5","5","5","5","4",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31365","4.0","5","5","4","5","4","5",NA,NA,Nov 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31366","5.0","5","5","5","5","5","4",NA,NA,Oct 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31367","5.0","5","5","5",NA,"5","5",NA,NA,Oct 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31368","2.0","4","3","2","2","1","3",NA,NA,Oct 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31369","5.0","5","5","5","5","5","5",NA,NA,Oct 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31370","5.0","5","5","5","5","5","5",NA,NA,Oct 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31371","5.0","5","5","4",NA,"5","4",NA,NA,Oct 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31372","4.0","4","4","5","4","3","5",NA,NA,Oct 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31373","4.0","5","4","4","4","2","5",NA,NA,Oct 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31374","5.0","5","5","5","5","5","5",NA,NA,Oct 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31375","4.0","4","4","4","5","4","5",NA,NA,Oct 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31376","3.0","3","5","2","5","3","5",NA,NA,Oct 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31377","4.0","5","5","5","5","4","5",NA,NA,Oct 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31378","4.0","5","5","5","4","4","5",NA,NA,Oct 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31379","4.0","5","5","4","5","5","5",NA,NA,Oct 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31380","4.0","5","5","5","5","4","5",NA,NA,Oct 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31381","5.0","5","5","5","5","5","5",NA,NA,Oct 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31382","5.0","5","5","5","5","5","5",NA,NA,Oct 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31383","5.0","5","5","5","5","5","5",NA,NA,Oct 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31384","5.0","5","5","4","5","4","5",NA,NA,Oct 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31385","3.0","4","5","3","3","3","5",NA,NA,Oct 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31386","5.0","5","5","5","5","4","5",NA,NA,Oct 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31387","5.0","5","5","5","5","5","5",NA,NA,Oct 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31388","4.0","4","4","4","4","4","4",NA,NA,Oct 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31389","3.0","5","3","3","3","3","3",NA,NA,Oct 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31390","5.0","4","5","4","5","4","5",NA,NA,Oct 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31391","4.0","5","5","5","4","3","5",NA,NA,Oct 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31392","3.0","5","4","3","4","2","4",NA,NA,Oct 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31393","4.0","4","5","4","5","5","4",NA,NA,Oct 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31394","4.0","5","5","5","5","4","5",NA,NA,Oct 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31395","5.0","5","5","5","5","5","5",NA,NA,Sep 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31396","4.0","5","4","5","4","4","3",NA,NA,Sep 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31397","3.0","5","5","5","3","3","4",NA,NA,Sep 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31398","3.0","3","4","2","3","2","5",NA,NA,Sep 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31399","4.0","5","5","5","5","4","5",NA,NA,Sep 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31400","4.0","5","4","4","4",NA,NA,NA,NA,Sep 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31401","3.0","3","3","3","3","2","3",NA,NA,Sep 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31402","5.0","5","4","5","5","4","5",NA,NA,Sep 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31403","4.0","4","4","4",NA,"3","4",NA,NA,Sep 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31404","5.0","5",NA,"5",NA,"5","5",NA,NA,Sep 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31405","5.0","5",NA,"5",NA,"4","5",NA,NA,Sep 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31406","4.0","3",NA,"4",NA,"3","4",NA,NA,Sep 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31407","5.0","5",NA,"5",NA,"5","5",NA,NA,Sep 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31408","4.0","4",NA,"5",NA,"4","5",NA,NA,Sep 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31409","5.0","5",NA,"5",NA,"5","5",NA,NA,Sep 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31410","4.0","5","5","4","5",NA,NA,NA,NA,Sep 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31411","5.0","5","5","4","4",NA,NA,NA,NA,Sep 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31412","5.0","5","5","5","5",NA,NA,NA,NA,Sep 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31413","5.0","5","5","5","4",NA,NA,NA,NA,Sep 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31414","4.0","5","5","5","5",NA,NA,NA,NA,Sep 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31415","4.0","3","4","5","4",NA,NA,NA,NA,Sep 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31416","5.0","5","5","4","5",NA,NA,NA,NA,Sep 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31417","2.0","2","3","2","4",NA,NA,NA,NA,Sep 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31418","4.0","5","4","4","4",NA,NA,NA,NA,Sep 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31419","4.0","4","4","4","4",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31420","2.0","3","3","2","2",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31421","4.0","5","4","5","4",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31422","4.0","5","5","5","5",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31423","4.0","5","5","5","5",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31424","5.0","5","5","5","5",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31425","4.0","4","5","5","4",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31426","5.0","5","5","5","5",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31427","5.0","5","5","5","5",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31428","5.0","5","5","5","5",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31429","5.0","5","5","4","4",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31430","5.0","5","5","5","5",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31431","4.0","5","5","4","5",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31432","4.0","4","4","4","4",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31433","4.0","4","5","4","5",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31434","5.0","5","5","5","5",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31435","5.0","4","5","4","5",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31436","5.0","5","5","5","4",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31437","5.0","5","5","4","5",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31438","5.0","5","5","5","5",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31439","4.0","5","4","3","5",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31440","5.0","5","5","5","5",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31441","5.0","5","5","5","5",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31442","4.0","5","5","5","5",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31443","4.0","5","5","4","4",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31444","5.0","5","4","5","5",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31445","5.0","5","5","5","5",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31446","2.0","3","4","2","4",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31447","4.0","5","5","5","5",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31448","4.0","5","4","4","5",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31449","5.0","5","5","5","5",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31450","5.0","5","5","5","5",NA,NA,NA,NA,Aug 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31451","4.0","5","5","4","4",NA,NA,NA,NA,Jul 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31452","4.0","5","5","5","4",NA,NA,NA,NA,Jul 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31453","3.0","4","4","3","3",NA,NA,NA,NA,Jul 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31454","3.0","3","4","5","4",NA,NA,NA,NA,Jul 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31455","5.0","5","5","5","5",NA,NA,NA,NA,Jul 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31456","3.0","5","5","4","4",NA,NA,NA,NA,Jul 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31457","5.0","5","5","5","5",NA,NA,NA,NA,Jul 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31458","4.0","5","5",NA,"4",NA,NA,NA,NA,Jul 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31459","5.0","5","5","5","5",NA,NA,NA,NA,Jul 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31460","3.0","4","3","3",NA,"3","3",NA,NA,Jul 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31461","5.0","5","5","4","5",NA,NA,NA,NA,Jul 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31462","5.0","5","5","4","5",NA,NA,NA,NA,Jul 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31463","5.0","5","5","5","5",NA,NA,NA,NA,Jul 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31464","5.0","5","5","5",NA,"5","4",NA,NA,Jul 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31465","4.0","5","5","4","5",NA,NA,NA,NA,Jul 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31466","4.0","5","5","5","5",NA,NA,NA,NA,Jul 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31467","5.0","5","5","4","5",NA,NA,NA,NA,Jul 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31468","4.0","5","4","4","4",NA,NA,NA,NA,Jul 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31469","2.0","4","2","3","1",NA,NA,NA,NA,Jul 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31470","5.0","5","5","5","5",NA,NA,NA,NA,Jul 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31471","5.0","5","5","5","5",NA,NA,NA,NA,Jul 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31472","5.0","5","5","5","5",NA,NA,NA,NA,Jul 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31473","4.0","4","5","4","5",NA,NA,NA,NA,Jun 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31474","4.0","5","5","5","5",NA,NA,NA,NA,Jun 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31475","2.0","2","3","1","1",NA,NA,NA,NA,Jun 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31476","5.0","5","5","5","5",NA,NA,NA,NA,Jun 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31477","5.0","5","5","4","5",NA,NA,NA,NA,Jun 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31478","5.0","5","5","4","5",NA,NA,NA,NA,Jun 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31479","4.0","5","5","3","4",NA,NA,NA,NA,Jun 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31480","5.0","5","5","5","5",NA,NA,NA,NA,Jun 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31481","5.0","5","5","5","5","5","5",NA,NA,Jun 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31482","3.0",NA,NA,NA,NA,NA,NA,NA,NA,Jun 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31483","5.0","4","5","5","4",NA,NA,NA,NA,Jun 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31484","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Jun 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31485","5.0","5","5","5","5",NA,NA,NA,NA,Jun 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31486","4.0",NA,NA,NA,NA,NA,NA,NA,NA,Jun 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31487","5.0","5","4","5","5","4","4",NA,NA,May 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31488","5.0",NA,NA,NA,NA,NA,NA,NA,NA,May 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31489","4.0","5","3","5","5","5","5",NA,NA,May 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31490","4.0","5","5","4","5","4","4",NA,NA,May 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31491","2.0","5","5","3","4","1","2",NA,NA,Apr 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31492","5.0","5","5","5","5","5","5",NA,NA,Apr 2011,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
